,PM2.5,PM10,NO2,NH3,SO2,CO,Ozone
1061,12.39,34.04,28.73,20.88,18.74,0.47,62.65
1062,7.37,26.34,15.147499999999999,16.7925,18.92,0.46,67.51
1063,8.47,28.03,13.05,26.0,21.21,0.55,80.42
1064,13.6,36.1,10.97,13.19,23.62,0.53,67.11
1065,23.4,50.89,16.56,19.21,18.65,0.47,14.3
1066,26.18,55.26,18.33,15.6,19.07,0.66,21.75
1067,26.36,55.56,17.18,15.18,19.08,0.7,20.96
1068,22.05,48.92,17.21,15.37,18.78,0.69,37.43
1069,30.49,61.91,17.89,23.04,23.11,0.83,13.93
1070,32.54,65.06,11.63,13.76,20.81,0.73,14.42
1071,25.72,54.56,13.36,17.09,23.69,0.76,14.83
1072,17.11,41.33,14.43,13.2,22.62,0.71,14.55
1073,26.465,55.715,14.327499999999999,16.7725,22.557499999999997,0.7575,14.432500000000001
1074,19.73,45.36,14.75,18.26,19.09,0.59,13.87
1075,15.62,39.04,11.74,15.29,20.23,0.5,16.2
1076,11.0,31.9,12.36,15.39,19.52,0.47,23.9
1077,14.65,37.54,12.69,14.72,20.18,0.52,20.37
1078,21.16,47.58,12.53,13.69,18.64,0.57,28.46
1079,30.4,61.76,17.31,14.81,20.4,0.55,36.59
1080,36.14,70.6,18.5,15.51,20.67,0.62,42.19
1081,33.92,67.19,19.91,16.87,22.52,0.59,38.24
1082,32.98,65.75,18.54,15.44,22.57,0.53,46.69
1083,25.47,54.19,19.55,15.66,26.93,0.57,46.95
1084,28.64,59.07,20.23,18.24,23.79,0.68,42.23
1085,30.62,62.12,21.15,20.26,25.79,0.7,47.89
1086,30.32,61.65,23.92,32.87,30.0,1.08,54.45
1087,30.5,61.92,23.11,23.42,37.13,0.82,57.53
1088,28.59,58.99,17.04,20.53,29.11,0.69,41.61
1089,50.16,92.17,17.26,23.13,30.17,0.74,47.58
1090,47.39,87.91,16.23,21.76,27.79,0.73,41.32
1091,45.46,84.95,14.05,18.36,28.19,0.6,37.09
1092,36.62,71.34,14.48,17.81,24.19,0.6,31.92
1093,37.28,72.35,14.23,17.01,25.88,0.58,24.26
1094,34.38,67.9,11.67,16.24,25.21,0.45,39.07
1095,29.75,60.77,83.09,96.6,34.89,1.48,12.82
1096,26.55,55.84,40.7,94.38,30.41,1.84,16.81
1097,26.07,55.11,39.69,72.98,33.01,1.56,17.8
1098,40.05,76.61,23.29,49.13,39.87,1.68,25.91
1099,47.55,88.09,18.99,55.16,45.62,1.31,37.28
1100,44.18,82.98,18.11,99.61,50.42,1.58,24.0
1101,32.72,65.33,15.5,69.28,52.02,1.33,25.54
1102,27.35,57.07,14.72,29.22,52.37,1.13,21.71
1103,22.39,49.44,19.24,30.65,48.65,1.25,22.44
1104,17.24,41.52,8.85,17.24,44.12,1.46,24.05
1105,21.18,47.61,12.83,18.19,42.97,1.47,21.15
1106,24.56,52.79,12.33,20.52,42.86,1.46,15.13
1107,22.24,49.21,10.96,17.55,40.41,1.27,11.51
1108,30.82,62.41,10.0,15.26,39.12,1.39,12.53
1109,15.89,39.45,8.55,13.63,35.59,1.05,12.49
1110,15.92,39.49,8.89,14.4,34.83,1.4,15.84
1111,12.36,34.04,6.12,11.52,31.35,1.67,20.44
1112,15.84,39.37,12.73,15.75,31.56,1.48,20.35
1113,33.21,66.19,17.02,35.96,35.38,1.28,24.55
1114,45.71,85.33,19.04,26.61,39.01,1.15,29.27
1115,44.91,84.09,17.82,22.03,39.84,1.48,39.35
1116,45.91,85.63,14.61,29.57,38.07,1.34,37.31
1117,41.02,78.11,11.59,15.76,33.04,1.68,33.69
1118,33.43,66.43,5.92,11.66,30.2,1.45,36.55
1119,26.43,55.67,15.45,16.23,31.16,1.48,21.84
1120,32.97,65.72,12.64,22.02,36.44,1.46,18.7
1121,22.72,49.95,10.07,15.37,31.66,1.54,15.69
1122,23.67,51.43,10.73,15.65,31.38,1.74,17.31
1123,45.22,84.57,16.72,14.82,29.31,1.29,30.3
1124,66.91,117.94,18.98,17.95,30.6,1.4,28.93
1125,39.629999999999995,75.97250000000001,14.125,15.947500000000002,30.737499999999997,1.4925,23.057499999999997
1126,45.26666666666666,84.64666666666668,15.476666666666667,16.14,30.429999999999993,1.4766666666666666,25.513333333333332
1127,46.37,86.39,16.54,18.18,33.78,1.66,38.47
1128,41.77,79.27,17.21,27.12,36.54,1.44,23.97
1129,36.45,71.36,14.8,22.31,34.45,1.41,26.06
1130,29.19,59.9,12.92,19.09,30.52,1.36,28.99
1131,29.89,60.98,11.99,17.72,26.44,1.67,22.73
1132,33.15,65.99,12.52,15.84,24.43,1.85,28.23
1133,36.86,71.7,15.17,17.99,22.22,1.88,31.31
1134,42.83,80.88,15.28,20.96,20.93,1.25,49.17
1135,35.17,69.1,15.25,16.66,20.6,1.45,58.91
1136,47.52,88.12,19.32,18.7,20.34,1.64,43.52
1137,38.65,75.04,15.94,17.59,20.13,1.22,48.78
1138,36.8,71.75,16.46,17.23,20.45,1.08,166.06
1139,42.06,79.65,14.91,18.21,20.78,0.87,65.78
1140,44.73,83.82,13.17,16.64,20.57,1.45,104.77
1141,38.71,74.55,14.84,16.84,20.65,1.18,126.16
1142,43.62,82.11,17.2,17.55,20.62,1.55,94.45
1143,42.02,79.65,17.73,18.24,20.56,1.07,114.89
1144,34.65,68.3,12.05,15.04,20.41,1.1,95.1
1145,45.5,85.01,12.74,14.09,19.92,1.15,47.49
1146,55.82,100.87,15.55,17.21,19.95,0.93,99.57
1147,35.63,69.81,11.84,17.11,20.12,1.11,182.94
1148,31.31,63.17,9.95,14.88,20.2,1.19,163.31
1149,24.48,52.76,9.81,13.58,20.15,1.34,159.56
1150,31.99,64.24,11.91,18.55,20.3,1.22,91.19
1151,39.14,75.22,14.12,27.34,20.63,1.12,47.23
1152,38.45,74.16,11.4475,18.5875,21.25,0.96,64.73
1153,27.52,57.34,11.946666666666667,19.823333333333334,21.78,1.04,81.35
1154,34.36,67.87,13.26,17.32,18.92,1.4,35.7
1155,31.51,63.48,14.19,18.85,13.94,1.8,34.42
1156,40.45,77.23,16.11,21.52,14.26,1.54,32.19
1157,43.25,81.54,15.76,17.66,14.44,1.48,35.15
1158,43.04,81.22,15.3,15.32,14.87,1.85,42.18
1159,37.58,72.82,17.97,18.13,14.87,1.84,40.92
1160,30.03,61.2,12.37,12.76,15.63,1.55,47.33
1161,29.56,60.48,10.83,15.31,15.43,1.45,51.5
1162,43.63,82.12,14.19,18.92,15.78,1.03,39.47
1163,44.02,82.68,13.04,14.8,14.74,1.13,39.13
1164,43.97,82.64,15.69,17.94,14.72,0.97,35.03
1165,39.1,75.16,15.91,17.64,14.7,1.22,36.99
1166,40.83,77.58,17.55,18.83,14.82,1.46,33.02
1167,43.61,82.09,16.33,19.25,14.79,1.21,51.07
1168,47.81,88.56,15.65,17.03,14.96,1.09,101.74
1169,48.26,89.25,16.73,20.57,14.79,1.12,102.95
1170,52.71,96.08,17.61,17.63,14.82,1.38,70.35
1171,54.98,99.39,16.45,19.59,15.13,1.27,129.99
1172,37.35,72.46,11.05,18.2,15.3,1.3,149.06
1173,38.4,74.08,8.85,17.81,15.95,1.71,135.02
1174,38.52,74.29,9.5,16.42,16.06,1.54,125.24
1175,47.49,88.07,9.56,16.47,16.26,1.31,124.21
1176,44.96,84.18,18.98,20.8,16.45,1.46,80.71
1177,43.87,82.4,7.13,20.78,15.52,1.24,26.61
1178,36.44,71.17,6.2,10.54,14.26,1.25,4.83
1179,31.56,63.55,5.58,15.85,15.7,1.25,2.37
1180,30.62,62.11,5.46,31.25,15.38,1.25,1.78
1181,24.68,52.97,5.17,28.72,15.64,1.25,2.13
1182,21.92,48.72,4.85,32.06,15.64,1.25,0.99
1183,19.75,45.38,4.02,38.43,15.67,1.25,2.21
1184,21.68,48.35,4.98,28.01,15.66,1.26,1.47
1185,18.67,43.76,4.44,35.53,15.49,1.25,3.56
1186,19.22,44.56,4.68,42.69,15.61,1.25,8.72
1187,17.98,42.65,4.92,32.2,15.76,1.25,43.07
1188,17.23,41.5,5.09,27.12,16.11,1.25,41.29
1189,15.59,38.99,4.3,29.25,16.16,1.25,55.04
1190,13.73,36.6,15.39,41.01,28.24,2.47,9.38
1191,12.06,33.56,11.44,36.86,28.02,1.06,9.18
1192,14.6525,37.66250000000001,9.055,33.56,22.132499999999993,1.5075000000000003,28.722500000000004
1193,13.793333333333335,36.38333333333334,10.376666666666667,35.70666666666666,24.139999999999997,1.5933333333333337,24.533333333333335
1194,23.1,50.22,6.27,29.66,9.82,1.5,10.4
1195,11.84,33.21,3.44,32.97,10.31,0.97,13.24
1196,14.8,37.77,9.39,20.47,10.06,1.14,20.37
1197,9.88,30.2,5.01,21.66,9.67,0.66,19.05
1198,14.905000000000001,37.85,6.0275,26.189999999999998,9.964999999999996,1.0675,15.765
1199,12.173333333333334,33.72666666666667,5.946666666666666,25.03333333333333,10.013333333333328,0.9233333333333332,17.553333333333335
1200,12.340000000000002,33.985,7.2,21.064999999999998,9.864999999999991,0.8999999999999998,19.71
1201,9.88,30.2,5.01,21.66,9.67,0.66,19.05
1202,11.23,32.286,5.014,21.414,9.812,0.776,19.838
1203,12.58,34.372,5.018,21.168,9.954,0.892,20.626
1204,13.93,36.458,5.022,20.922,10.096,1.008,21.414
1205,15.28,38.544000000000004,5.026,20.676,10.238000000000001,1.124,22.201999999999998
1206,16.63,40.63,5.03,20.43,10.38,1.24,22.99
1207,14.25,36.92,3.85,24.99,10.31,1.91,23.93
1208,14.67,37.58,3.66,20.49,10.64,1.68,26.44
1209,13.35,35.53,3.82,24.02,11.22,1.44,27.25
1210,15.93,39.51,9.74,22.95,11.25,2.13,25.97
1211,18.75,43.85,11.74,28.09,11.13,1.87,29.6
1212,16.07,39.7,5.78,21.29,11.11,2.07,42.12
1213,15.79,39.29,3.21,14.75,8.34,1.91,24.97
1214,19.08,44.35,3.69,11.94,8.64,1.63,118.59
1215,22.96,50.32,5.63,19.07,10.09,1.55,71.44
1216,24.07,52.03,4.42,30.11,12.5,1.64,34.63
1217,44.02,82.72,14.54,31.73,10.33,1.66,55.86
1218,30.68,62.27,4.63,22.81,11.62,0.82,25.08
1219,27.25,56.89,4.62,21.35,12.19,0.85,15.14
1220,34.42,67.95,15.86,28.25,13.14,1.32,13.48
1221,31.24,63.07,6.89,18.25,11.54,1.08,18.04
1222,38.51,74.25,10.07,13.71,10.94,0.81,25.64
1223,39.6,75.92,7.24,11.07,10.95,0.88,33.87
1224,50.18,92.2,12.8,19.08,10.8,1.05,18.03
1225,36.22,70.73,10.15,37.11,14.59,1.16,13.73
1226,32.76,65.4,18.36,152.25,16.03,1.05,14.81
1227,27.8,57.77,11.01,75.99,13.45,0.89,16.92
1228,24.05,52.0,10.65,47.63,13.15,1.11,23.44
1229,28.24,58.44,10.83,42.7,13.88,1.36,31.97
1230,21.72,48.41,17.43,33.99,14.7,1.36,35.1
1231,20.21,46.09,12.51,26.49,14.37,1.29,33.68
1232,24.44,52.59,10.91,25.3,12.29,1.13,28.74
1233,17.06,41.25,6.54,19.57,13.93,1.13,34.48
1234,20.06,45.87,7.94,19.88,14.78,1.14,43.13
1235,35.98,70.35,14.45,22.34,12.4,1.07,39.54
1236,32.17,64.49,14.72,20.25,12.35,0.79,31.04
1237,36.15,70.46,13.49,18.89,12.32,0.7,38.2
1238,26.04,55.06,9.95,17.99,12.34,0.91,88.7
1239,29.74,60.76,7.55,14.07,12.45,0.83,51.62
1240,32.97,65.72,10.67,14.52,13.76,1.22,38.03
1241,31.42,63.33,15.95,22.29,15.39,1.24,36.94
1242,29.37,60.19,13.74,24.0,14.6,1.17,49.63
1243,29.97,61.1,13.54,22.74,13.95,1.1,53.97
1244,30.9325,62.584999999999994,13.475,20.8875,14.424999999999995,1.1825,44.6425
1245,30.253333333333334,61.53999999999999,14.410000000000002,23.01,14.646666666666661,1.17,46.846666666666664
1246,33.26,66.17,14.73,18.76,19.06,1.4,53.12
1247,33.66,66.79,17.06,31.13,21.66,1.07,42.29
1248,36.19,70.67,14.45,27.98,17.2,1.08,50.4
1249,33.69,66.83,10.07,16.12,11.95,0.92,52.38
1250,41.51,26.93,8.99,12.38,12.1,0.88,95.73
1251,86.56,27.11,6.06,10.62,11.82,0.97,54.6
1252,64.31,57.79,7.87,11.27,11.82,0.77,66.08
1253,39.3,75.46,11.49,15.68,11.49,1.04,49.3
1254,38.09,73.6,9.4,14.88,11.44,1.19,40.93
1255,35.01,68.86,14.62,19.1,11.27,0.86,35.92
1256,31.82,63.96,10.61,19.59,11.11,1.32,36.46
1257,33.2,66.08,13.56,18.41,13.56,1.62,31.03
1258,36.43,71.08,9.5,22.97,18.26,1.12,60.43
1259,31.02,62.73,10.47,22.0,13.82,0.96,74.58
1260,39.71,75.97,7.79,14.18,12.4,1.0,60.07
1261,27.67,57.57,7.23,10.83,12.17,0.9,47.27
1262,28.07,58.18,7.77,13.73,13.49,1.04,49.18
1263,27.54,57.37,12.54,24.92,17.01,1.46,42.72
1264,21.97,48.58,8.74,21.01,16.43,1.4,64.3
1265,20.65,46.82,7.77,19.97,19.02,1.31,77.91
1266,18.54,43.52,13.21,25.43,16.57,1.52,14.94
1267,19.79,45.45,10.7,20.89,12.95,1.36,12.12
1268,126.77,159.22,8.16,17.89,12.32,1.03,14.98
1269,7.27,26.18,13.59,24.29,11.65,1.2,12.46
1270,28.93,35.45,7.49,16.85,12.18,1.27,13.04
1271,10.45,31.08,9.13,17.8,12.33,1.11,13.13
1272,12.88,34.82,10.14,17.43,12.39,0.94,12.46
1273,22.0,48.86,10.3,19.01,11.57,0.88,12.87
1274,16.65,40.62,9.19,14.95,10.33,1.07,19.65
1275,35.77,53.5,9.1,19.03,10.71,1.28,153.91
1276,17.04,41.22,8.76,19.82,9.88,1.02,162.53
1277,22.865,46.05,8.08,21.83,13.34,1.62,20.06
1278,27.45,46.15,18.89,28.14,15.22,1.92,11.12
1279,11.18,32.18,11.36,23.03,17.08,1.21,10.86
1280,20.94,44.1,10.81,21.81,15.61,1.31,11.92
1281,4.43,21.82,11.92,22.13,15.46,1.2,10.27
1282,2.12,18.27,11.53,24.15,13.54,1.3,12.88
1283,6.32,24.72,12.08,20.71,14.46,1.29,9.32
1284,2.09,18.26,11.19,20.66,14.09,1.19,12.38
1285,3.65,20.61,11.18,20.3,13.4,1.14,10.76
1286,35.01,65.86,10.26,15.46,14.06,1.13,21.06
1287,253.97,105.16,12.02,22.06,13.38,1.07,16.63
1288,48.94,75.3,11.5,22.58,13.63,1.08,10.62
1289,15.35,23.61,12.03,23.37,13.75,1.06,9.4
1290,18.54,28.52,12.31,22.41,13.75,1.17,12.73
1291,43.16,66.79,13.58,24.46,13.95,1.23,9.15
1292,43.9,67.55,11.33,25.48,13.69,1.17,25.66
1293,27.04,41.52,8.28,23.44,13.69,1.04,14.235000000000007
1294,31.46,48.41,9.22,23.02,14.06,1.29,9.69
1295,43.58,67.01,9.37,21.15,13.847499999999997,1.07,9.44
1296,41.02,63.11,7.9,18.85,13.813333333333327,1.26,9.5
1297,23.17,35.64,10.28,30.82,13.874999999999993,1.06,9.77
1298,21.24,32.66,22.99,32.05,14.06,1.2,11.81
1299,18.98,29.26,10.87,29.21,11.616,1.43,10.33
1300,17.2,26.47,10.66,23.0,9.172,1.19,9.07
1301,23.25,35.77,12.8,25.0,6.728000000000001,1.46,10.72
1302,17.06,26.2,11.64,21.41,4.284000000000001,1.62,11.23
1303,21.23,32.67,7.63,17.16,1.84,0.98,11.46
1304,12.13,18.67,5.91,12.09,2.08,1.15,46.17
1305,13.51,20.79,5.63,11.55,2.24,1.07,148.81
1306,10.97,16.87,6.94,14.12,2.31,1.13,54.41750000000001
1307,35.24,54.22,7.97,19.67,2.85,1.16,21.99
1308,37.76,58.1,8.37,19.14,3.1,1.18,16.0
1309,39.61,60.94,9.35,18.94,3.35,1.28,16.07
1310,19.37,29.8,8.05,18.37,3.73,1.22,11.21
1311,17.38,26.75,10.93,13.5,3.69,1.14,11.37
1312,12.65,19.45,20.29,27.8,6.24,1.31,8.76
1313,12.24,18.83,13.48,28.55,7.33,1.25,8.79
1314,5.35,8.23,10.52,23.78,7.23,1.53,8.93
1315,14.62,22.49,9.99,20.07,2.77,1.13,10.31
1316,14.78,22.74,10.59,16.15,3.0,1.23,10.12
1317,14.51,22.32,10.99,15.98,3.38,1.11,9.99
1318,17.07,26.39,12.15,16.82,3.36,1.02,10.65
1319,10.24,15.75,12.04,17.61,4.41,0.97,10.13
1320,10.84,16.68,10.73,14.79,4.6,0.86,10.16
1321,7.5,11.54,9.67,14.61,4.7,1.05,9.82
1322,12.7,19.7,6.2,12.96,4.76,0.93,10.44
1323,5.64,8.67,5.07,12.07,4.14,1.2,11.07
1324,4.51,6.98,12.32,23.78,13.13,1.51,11.77
1325,4.45,6.85,14.33,29.73,16.02,1.3,10.61
1326,7.56,11.63,12.8,28.74,19.1,1.59,11.3
1327,16.54,25.45,12.2,27.26,10.19,1.31,10.96
1328,16.49,25.35,7.33,16.55,2.4,1.07,12.88
1329,3.14,4.82,6.29,15.02,4.29,0.97,12.56
1330,17.25,26.54,29.93,13.58,49.9,1.18,21.65
1331,10.9,16.77,24.45,14.65,38.31,1.24,31.52
1332,14.63,22.34,31.46,13.26,4.61,0.93,29.46
1333,21.41,32.94,31.64,14.35,3.25,1.72,31.2
1334,27.89,42.91,35.42,13.79,1.19,1.43,33.39
1335,21.14,32.96,31.75,15.79,2.18,1.2,31.55
1336,43.15,66.38,29.84,17.82,2.04,1.12,31.43
1337,78.87,84.45,27.35,12.53,1.76,1.42,32.05
1338,205.66,316.41,24.34,12.52,2.48,1.33,34.44
1339,52.0,79.98,25.58,22.36,1.71,2.31,35.81
1340,9.24,14.22,20.5,13.43,1.35,2.02,33.98
1341,17.13,26.34,34.16,18.34,2.06,2.08,37.95
1342,27.82,42.8,20.65,19.53,2.51,2.21,33.76
1343,28.38,43.66,25.93,20.91,2.46,2.44,33.99
1344,33.06,50.8,21.45,16.54,2.08,2.12,31.87
1345,33.23,51.13,31.28,16.69,2.14,2.76,30.5
1346,30.69,47.22,28.74,13.93,2.35,3.0,19.38
1347,44.26,68.1,37.25,20.38,2.73,3.41,23.82
1348,42.24,64.98,31.44,21.75,2.47,2.66,26.48
1349,32.43,49.88,16.42,14.72,2.43,1.78,25.045000000000005
1350,41.62,64.02,17.92,17.08,2.45,3.18,23.226666666666674
1351,44.06,67.79,25.75,18.72,2.45,3.83,25.15000000000001
1352,67.5,103.83,17.48,31.06,1.92,3.53,26.48
1353,72.9,112.15,38.38,13.65,2.27,2.96,27.98
1354,62.56,96.25,27.08,16.15,2.32,2.91,29.48
1355,49.7,76.46,19.2,10.06,2.53,1.8,43.42
1356,34.59,53.34,22.84,7.95,2.42,2.27,38.06
1357,46.1,70.92,25.09,11.19,2.69,1.72,33.63
1358,54.69,84.14,27.79,12.98,2.84,1.82,29.32
1359,61.0,93.84,28.86,10.95,2.23,1.85,39.47
1360,49.3,75.83,34.12,11.69,2.4,1.83,44.07
1361,48.64,74.82,43.77,14.0,2.47,1.79,47.4
1362,42.19,64.91,21.85,11.27,2.62,1.6,41.36
1363,46.08,70.88,25.8,8.85,2.74,1.89,55.3
1364,49.74,76.52,26.82,10.87,2.33,2.76,45.32
1365,64.28,98.89,34.69,12.53,2.49,2.39,48.8
1366,50.46,77.63,41.87,7.88,2.35,2.15,28.52
1367,66.1,101.69,36.42,13.93,2.33,2.27,9.79
1368,39.23,60.34,33.78,16.17,2.54,2.13,9.23
1369,37.85,58.22,35.8,24.01,2.24,2.06,10.77
1370,35.5,54.62,74.6,22.19,2.24,2.19,15.45
1371,62.38,95.97,38.43,22.06,2.08,2.22,23.93
1372,54.38,83.67,33.99,13.66,2.274999999999997,2.52,29.67
1373,77.51,119.25,36.3,11.51,2.186666666666662,2.23,16.56
1374,52.7,81.07,42.63,8.44,3.21,2.36,13.98
1375,54.1,83.24,37.54,12.0,2.22,2.86,10.64
1376,69.19,106.45,36.75,12.35,2.4,2.5,11.39
1377,25.07,38.57,29.52,17.41,2.57,2.51,9.63
1378,34.18,52.43,30.17,19.31,2.34,2.69,8.65
1379,53.56,82.4,23.23,18.79,2.54,1.58,8.81
1380,57.27,88.31,27.19,13.57,2.66,2.09,8.58
1381,39.09,60.15,26.14,13.99,2.48,2.8,10.39
1382,35.98,55.36,20.1,24.6,3.16,1.67,9.44
1383,34.94,53.75,18.44,14.99,2.66,2.58,9.57
1384,26.77,41.19,16.57,14.54,2.53,1.81,10.42
1385,29.58,45.5,20.46,17.38,2.85,2.1,13.19
1386,44.61,68.63,20.7,21.82,2.99,2.49,14.79
1387,53.65,82.54,29.42,17.26,3.22,2.14,15.58
1388,42.19,64.81,47.12,14.77,2.81,2.36,11.12
1389,31.58,48.88,47.47,15.77,2.88,2.73,15.78
1390,90.29,141.33,40.84,14.2,2.67,1.95,17.7
1391,111.59,167.16,58.46,12.48,8.33,1.62,15.61
1392,109.81,168.25,51.14,15.89,39.35,1.73,18.96
1393,147.94,188.78,53.84,20.06,30.93,2.7,24.19
1394,108.93,167.6,65.52,17.57,10.35,3.4,38.05
1395,80.8,124.31,47.04,16.81,9.19,4.3,27.07
1396,41.02,63.11,30.74,15.25,14.13,4.07,11.99
